
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.553
Model:,OLS,  Adj. R-squared (uncentered):,   0.445
Method:,Least Squares,  F-statistic:       ,   5.117
Date:,"Wed, 29 May 2024",  Prob (F-statistic):,  0.00
Time:,08:36:22,  Log-Likelihood:    ,-1.3234e+05
No. Observations:,  7079,  AIC:               ,2.674e+05
Df Residuals:,  5702,  BIC:               ,2.769e+05
Df Model:,  1377,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_GLOBOAVES SAO PAULO AGROAVICOLA LTDA,-1.262e+07, 4.79e+07,   -0.264, 0.792,-1.06e+08, 8.12e+07
Cliente_GNATUS EQUIPAMENTOS MEDICO ODONTOLOGICOS S/A,-1.854e+07, 3.14e+07,   -0.590, 0.555,-8.01e+07,  4.3e+07
Cliente_GNATUS EXPORTACAO DE EQUIPAMENTOS MEDICO ODONTOLOGICOS,-1.801e+07, 3.43e+07,   -0.524, 0.600,-8.54e+07, 4.93e+07
Cliente_GONCALVES & TORTOLA S/A,-8.864e+06, 3.65e+07,   -0.243, 0.808,-8.04e+07, 6.27e+07
Cliente_GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA, 2.469e+07, 3.12e+07,    0.790, 0.429,-3.65e+07, 8.59e+07
Cliente_GRAFFO PARANAENSE DE EMBALAGENS LTDA,-1.077e+07, 4.75e+07,   -0.226, 0.821,-1.04e+08, 8.24e+07
Cliente_GRAMIC GRANITOS E MARMORES LTDA,-6.311e+06, 5.31e+07,   -0.119, 0.905, -1.1e+08, 9.77e+07
Cliente_GRANIBRAS GRANITOS BRASILEIROS LTDA,-2.625e+07, 4.61e+07,   -0.570, 0.569,-1.17e+08, 6.41e+07
Cliente_GRANIPEX COMERCIO IMPORTACAO E EXPORTACAO LTDA,-9.089e+06, 4.93e+07,   -0.184, 0.854,-1.06e+08, 8.75e+07
Cliente_GRANITOS BRASILEIROS S A,-1.345e+07, 3.87e+07,   -0.348, 0.728,-8.92e+07, 6.23e+07
Cliente_GRANJA PINHEIROS LTDA,-2.755e+06, 4.67e+07,   -0.059, 0.953,-9.43e+07, 8.88e+07
Cliente_GRENDENE S A, 5.152e+07, 3.75e+07,    1.374, 0.169, -2.2e+07, 1.25e+08
Cliente_GRID SOLUTIONS TRANSMISSAO DE ENERGIA LTDA,-5.757e+06, 3.35e+07,   -0.172, 0.864,-7.15e+07,    6e+07
Cliente_GROSSL INDUSTRIA E COMERCIO LTDA,-1.505e+07, 4.76e+07,   -0.316, 0.752,-1.08e+08, 7.82e+07
"Cliente_GRUPO K1 S,A,",-1.953e+06, 3.26e+07,   -0.060, 0.952,-6.59e+07,  6.2e+07
"Cliente_GRW CONSULTORIA E ASSESSORIA TEXTIL LTDA,",-1.705e+07, 4.67e+07,   -0.365, 0.715,-1.09e+08, 7.46e+07
Cliente_GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPEC,-3.025e+06, 4.67e+07,   -0.065, 0.948,-9.45e+07, 8.85e+07
Cliente_GTS DO BRASIL LTDA,-1.323e+07, 3.25e+07,   -0.407, 0.684, -7.7e+07, 5.05e+07
Cliente_GUADALAJARA SA INDUSTRIA DE ROUPAS, 5.445e+06, 1.97e+07,    0.277, 0.782,-3.31e+07,  4.4e+07
Cliente_GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,-1.696e+07, 3.62e+07,   -0.469, 0.639,-8.78e+07, 5.39e+07
Cliente_GUARANY INDUSTRIA E COMERCIO LTDA,-1.745e+07, 3.43e+07,   -0.508, 0.611,-8.48e+07, 4.99e+07
Cliente_GUERRA S/A IMPLEMENTOS RODOVIARIOS,-1.428e+06, 3.17e+07,   -0.045, 0.964,-6.36e+07, 6.07e+07
"Cliente_H, KUNTZLER & CIA, LTDA,", 5.171e+04,  3.4e+07,    0.002, 0.999,-6.65e+07, 6.66e+07
"Cliente_H,BETTARELLO CURTIDORA E CALCADOS LTDA",-1.582e+07, 3.44e+07,   -0.460, 0.646,-8.33e+07, 5.17e+07
Cliente_HACO ETIQUETAS LTDA,-1.295e+07, 4.65e+07,   -0.278, 0.781,-1.04e+08, 7.82e+07
"Cliente_HAENSSGEN S,A,-IND,E COM,",-3.189e+06, 3.62e+07,   -0.088, 0.930,-7.43e+07, 6.79e+07
Cliente_HAMILTON RIOS IND COM E EXP LTDA,-2.354e+07, 3.96e+07,   -0.594, 0.553,-1.01e+08, 5.42e+07
Cliente_HAPPY DAY INDUSTRIA E COMERCIO LTDA,-1.355e+07, 4.73e+07,   -0.286, 0.775,-1.06e+08, 7.92e+07
"Cliente_HARALD INDUSTRIA E COMERCIO DE ALIMENTOS S,A,",-1.775e+07, 4.61e+07,   -0.385, 0.700,-1.08e+08, 7.27e+07
Cliente_HAVER & BOECKER LATINOAMERICANA MAQUINAS LIMITADA,-2.061e+07, 3.87e+07,   -0.533, 0.594,-9.64e+07, 5.52e+07
Cliente_HC BRASIL TEXTIL LTDA, -1.69e+07, 4.63e+07,   -0.365, 0.715,-1.08e+08, 7.39e+07
Cliente_HECE MAQUINAS LTDA,-1.945e+07, 3.87e+07,   -0.503, 0.615,-9.53e+07, 5.64e+07
Cliente_HELLER MAQUINAS OPERATRIZES INDUSTRIA E COMERCIO LTDA,-2.627e+07, 3.87e+07,   -0.678, 0.498,-1.02e+08, 4.96e+07
Cliente_HENRICH CIA LTDA,-2.096e+06,  3.9e+07,   -0.054, 0.957,-7.85e+07, 7.43e+07
Cliente_HERGEN S A MAQUINAS E EQUIPAMENTOS,-1.514e+07, 3.42e+07,   -0.443, 0.658,-8.22e+07, 5.19e+07
Cliente_HERPLAN LTDA,-3.186e+07, 5.18e+07,   -0.616, 0.538,-1.33e+08, 6.96e+07
Cliente_HEXION QUIMICA DO BRASIL LTDA,-8.432e+06, 4.78e+07,   -0.176, 0.860,-1.02e+08, 8.52e+07
"Cliente_HI-CARE INDUSTRIA E COMERCIO LTDA,",-6.216e+06, 4.11e+07,   -0.151, 0.880,-8.67e+07, 7.43e+07
Cliente_HIGH TECH EQUIPAMENTOS INDUSTRIAIS LTDA, -1.37e+07, 4.65e+07,   -0.295, 0.768,-1.05e+08, 7.74e+07
"Cliente_HITACHI ENERGY BRASIL LTDA,", 3.754e+07, 3.29e+07,    1.142, 0.253,-2.69e+07, 1.02e+08
"Cliente_HNK BR INDUSTRIA DE BEBIDAS LTDA,",-1.897e+07, 4.61e+07,   -0.411, 0.681,-1.09e+08, 7.15e+07
Cliente_HONEYWELL INDUSTRIA AUTOMOTIVA LTDA,-6.609e+06, 3.29e+07,   -0.201, 0.841,-7.11e+07, 5.79e+07
Cliente_HORIBA INSTRUMENTS BRASIL LTDA,-2.015e+07, 4.61e+07,   -0.437, 0.662,-1.11e+08, 7.02e+07
Cliente_HOSPIMETAL INDUST METALURG DE EQUIP HOSPITALARES LTDA,-2.675e+07, 3.87e+07,   -0.692, 0.489,-1.03e+08, 4.91e+07
Cliente_HPB SISTEMAS DE ENERGIA LTDA,-2.402e+07, 3.87e+07,   -0.621, 0.535,-9.99e+07, 5.18e+07
Cliente_HUBNER INDUSTRIA MECANICA LTDA,-1.073e+07, 4.75e+07,   -0.226, 0.821,-1.04e+08, 8.23e+07
Cliente_HUSQVARNA DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PA,-3.734e+06, 3.24e+07,   -0.115, 0.908,-6.73e+07, 5.98e+07
"Cliente_I,T,B, - EQUIPAMENTOS ELETRICOS LTDA",-2.242e+07, 3.87e+07,   -0.579, 0.563,-9.83e+07, 5.35e+07
"Cliente_IBBL S,A",-2.142e+07, 3.59e+07,   -0.596, 0.551,-9.18e+07,  4.9e+07
Cliente_IBEMA COMPANHIA BRASILEIRA DE PAPEL,-1.025e+07, 3.39e+07,   -0.303, 0.762,-7.67e+07, 5.62e+07
Cliente_IBER-OLEFF BRASIL LTDA,-1.604e+07, 4.61e+07,   -0.348, 0.728,-1.06e+08, 7.43e+07
Cliente_IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA, 1.775e+08, 3.85e+07,    4.609, 0.000, 1.02e+08, 2.53e+08
Cliente_IBP - INDUSTRIA BRASILEIRA DE PECAS,-1.888e+07, 4.61e+07,   -0.410, 0.682,-1.09e+08, 7.15e+07
Cliente_ICAVI INDUSTRIA DE CALDEIRAS VALE DO ITAJAI S/A,-1.258e+07, 4.65e+07,   -0.271, 0.787,-1.04e+08, 7.85e+07
"Cliente_ICEFRUT COMERCIO DE ALIMENTOS LTDA,",-2.665e+07, 3.87e+07,   -0.688, 0.491,-1.03e+08, 4.92e+07
Cliente_ICON S/A - EQUIPAMENTOS E MOLDES, -1.25e+07, 4.63e+07,   -0.270, 0.787,-1.03e+08, 7.82e+07
Cliente_IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS S,-1.417e+07, 3.29e+07,   -0.431, 0.666,-7.86e+07, 5.03e+07
"Cliente_IFER INDUSTRIAL LTDA,",-1.846e+07, 4.61e+07,   -0.400, 0.689,-1.09e+08,  7.2e+07
Cliente_IMETAME GRANITOS LTDA, 3.426e+06, 5.29e+07,    0.065, 0.948,   -1e+08, 1.07e+08
Cliente_IMPLEMENTOS AGRICOLAS JAN S A,-1.426e+06, 3.15e+07,   -0.045, 0.964,-6.31e+07, 6.03e+07
"Cliente_INBRACELL INDUSTRIA BRAS, ACUMULADORES ELETRICOS LTDA",-7.438e+06, 4.64e+07,   -0.160, 0.873,-9.84e+07, 8.36e+07
Cliente_INCASA INDUSTRIA E COMERCIO CATARINENSE S A,-1.491e+07, 3.14e+07,   -0.475, 0.634,-7.64e+07, 4.66e+07
Cliente_INCEMA-INDUSTRIA E COMERCIO DE MOVEIS LTDA, -1.59e+07, 4.64e+07,   -0.342, 0.732,-1.07e+08, 7.51e+07
Cliente_INCEPA REVESTIMENTOS CERAMICOS LTDA,-5.712e+06,  3.3e+07,   -0.173, 0.863,-7.05e+07, 5.91e+07
Cliente_IND E COM DE PROD ALIM CEPERA LTDA,-2.318e+07, 3.87e+07,   -0.599, 0.549, -9.9e+07, 5.26e+07
Cliente_INDEPENDENCIA S/A,-1.837e+07, 3.02e+07,   -0.607, 0.544,-7.77e+07, 4.09e+07
Cliente_INDEX TORNOS AUTOMATICOS INDUSTRIA E COMERCIO LTDA,-2.409e+07, 3.44e+07,   -0.700, 0.484,-9.16e+07, 4.34e+07
"Cliente_INDORAMA VENTURES POLIMEROS S,A,",-3.168e+06, 4.18e+07,   -0.076, 0.940,-8.52e+07, 7.88e+07
Cliente_INDUMAK MAQUINAS LTDA,-1.477e+07, 3.16e+07,   -0.467, 0.641,-7.68e+07, 4.73e+07
Cliente_INDUSPARQUET INDUSTRIA E COMERCIO DE MADEIRAS LTDA,-1.848e+07, 3.86e+07,   -0.478, 0.632,-9.42e+07, 5.73e+07
Cliente_INDUSTRIA CAMPINEIRA DE SABAO E GLICERINA LIMITADA,-1.419e+07, 3.86e+07,   -0.367, 0.714,-8.99e+07, 6.16e+07
Cliente_INDUSTRIA CAXIENSE DE MOLDURAS LTDA,-4.104e+06, 3.92e+07,   -0.105, 0.917,-8.09e+07, 7.27e+07
Cliente_INDUSTRIA CERAMICA FRAGNANI LTDA,-1.608e+07, 3.24e+07,   -0.496, 0.620,-7.96e+07, 4.75e+07
"Cliente_INDUSTRIA CONSTRUCOES E MONTAGENS INGELEC S,A, - INCOMI",-2.035e+07, 4.61e+07,   -0.442, 0.659,-1.11e+08,    7e+07
Cliente_INDUSTRIA DE CALCADOS DEJUNEL LTDA - ME, -1.55e+06, 3.89e+07,   -0.040, 0.968,-7.79e+07, 7.48e+07
Cliente_INDUSTRIA DE CALCADOS WEST COAST LTDA,-6.114e+06, 3.04e+07,   -0.201, 0.841,-6.58e+07, 5.36e+07
"Cliente_INDUSTRIA DE CALCADOS WIRTH LTDA,", 6577.6809, 3.28e+07,    0.000, 1.000,-6.44e+07, 6.44e+07
Cliente_INDUSTRIA DE COMPENSADOS GUARARAPES LTDA,-5.016e+05, 4.04e+07,   -0.012, 0.990,-7.97e+07, 7.87e+07
Cliente_INDUSTRIA DE FRIOS E PESCA LTDA, 6.703e+05, 2.45e+07,    0.027, 0.978,-4.74e+07, 4.88e+07
Cliente_INDUSTRIA DE IMPLEMENTOS AGRICOLAS VENCE TUDO IMPORTACA,-4.322e+06, 3.13e+07,   -0.138, 0.890,-6.56e+07,  5.7e+07
"Cliente_INDUSTRIA DE MADEIRAS FAQUEADAS IPUMIRIM S,A,", -1.59e+07, 3.65e+07,   -0.435, 0.663,-8.75e+07, 5.57e+07
Cliente_INDUSTRIA DE MATERIAL BELICO DO BRASIL IMBEL,  -1.6e+07, 4.61e+07,   -0.347, 0.728,-1.06e+08, 7.43e+07
Cliente_INDUSTRIA DE MOVEIS BECHARA NASSAR LTDA,-2.335e+07, 3.59e+07,   -0.651, 0.515,-9.36e+07, 4.69e+07
Cliente_INDUSTRIA DE MOVEIS MOVELAR LTDA, -7.74e+06, 4.31e+07,   -0.179, 0.858,-9.23e+07, 7.68e+07
Cliente_INDUSTRIA DE MOVEIS THB LTDA,-6.778e+06, 4.64e+07,   -0.146, 0.884,-9.77e+07, 8.41e+07
Cliente_INDUSTRIA DE PELES MINUANO LTDA,-5.529e+06, 3.91e+07,   -0.141, 0.888,-8.22e+07, 7.11e+07
Cliente_INDUSTRIA DE PISOS AVARE LTDA,-2.268e+07, 3.87e+07,   -0.587, 0.557,-9.85e+07, 5.31e+07
Cliente_INDUSTRIA DE POLPAS E CONSERVAS VAL LTDA, -2.74e+07, 4.61e+07,   -0.594, 0.552,-1.18e+08, 6.29e+07
Cliente_INDUSTRIA DE PRODUTOS ALIMENTICIOS CORY LTDA,-1.245e+07, 4.61e+07,   -0.270, 0.787,-1.03e+08, 7.79e+07
Cliente_INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,-1.908e+07, 4.61e+07,   -0.414, 0.679,-1.09e+08, 7.13e+07
Cliente_INDUSTRIA E COMERCIO DE AUTO PECAS REI LTDA,-2.197e+07, 3.44e+07,   -0.638, 0.523,-8.95e+07, 4.55e+07
"Cliente_INDUSTRIA E COMERCIO DE CALCADOD S, SANTOS LTDA",-1.539e+07, 4.76e+07,   -0.324, 0.746,-1.09e+08, 7.78e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS ALA LTDA,-1.564e+07, 4.67e+07,   -0.335, 0.738,-1.07e+08,  7.6e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS ARTEF DE COURO MARINER,-1.291e+07, 4.61e+07,   -0.280, 0.779,-1.03e+08, 7.74e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS MARXANDER LTDA,-1.425e+07, 4.73e+07,   -0.301, 0.763,-1.07e+08, 7.85e+07
"Cliente_INDUSTRIA E COMERCIO DE CALCADOS TANIA LTDA,",-1.402e+07, 3.65e+07,   -0.384, 0.701,-8.56e+07, 5.75e+07
Cliente_INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA, 1.323e+07, 3.05e+07,    0.434, 0.664,-4.65e+07,  7.3e+07
Cliente_INDUSTRIA E COMERCIO DE MOVEIS HENN LTDA,-1.458e+07, 4.65e+07,   -0.314, 0.754,-1.06e+08, 7.66e+07
Cliente_INDUSTRIA ELETROMECANICA BALESTRO LTDA,-2.248e+07, 3.44e+07,   -0.654, 0.513,-8.98e+07, 4.49e+07
Cliente_INDUSTRIA GRAFICA FORONI LTDA,-1.328e+07, 3.44e+07,   -0.386, 0.700,-8.07e+07, 5.42e+07
Cliente_INDUSTRIA MADEIREIRA ULIANA LTDA,-2.107e+07, 4.69e+07,   -0.449, 0.653,-1.13e+08, 7.08e+07
Cliente_INDUSTRIA METALURGICA FRUM LTDA,-2.105e+07, 3.45e+07,   -0.610, 0.542,-8.88e+07, 4.67e+07
Cliente_INDUSTRIA TEXTIL APUCARANA LTDA,-1.037e+07, 3.65e+07,   -0.284, 0.776,-8.18e+07, 6.11e+07
Cliente_INDUSTRIA TEXTIL OESTE LTDA,-1.387e+07, 4.66e+07,   -0.298, 0.766,-1.05e+08, 7.74e+07
Cliente_INDUSTRIAL DE MOVEIS GROBE LTDA,-1.681e+07,  3.9e+07,   -0.431, 0.667,-9.33e+07, 5.97e+07
Cliente_INDUSTRIAL LEVORIN S/A,-1.897e+07, 3.87e+07,   -0.490, 0.624,-9.49e+07,  5.7e+07
Cliente_INDUSTRIAS ARTEFAMA SA,-1.691e+07, 3.66e+07,   -0.462, 0.644,-8.86e+07, 5.48e+07
"Cliente_INDUSTRIAS COLOMBO S,A,",-2.697e+07, 4.61e+07,   -0.585, 0.559,-1.17e+08, 6.35e+07
Cliente_INDUSTRIAS GERAIS DE PARAFUSOS INGEPAL LTDA,-1.367e+07, 3.86e+07,   -0.354, 0.724,-8.94e+07, 6.21e+07
Cliente_INDUSTRIAS MACHINA ZACCARIA S A,-2.322e+07, 3.15e+07,   -0.737, 0.461, -8.5e+07, 3.85e+07
"Cliente_INDUSTRIAS REUNIDAS CMA LTDA,",-1.483e+07, 3.59e+07,   -0.413, 0.680,-8.52e+07, 5.55e+07
Cliente_INDUSTRIAS SINIMBU S/A,-8.393e+06, 4.11e+07,   -0.204, 0.838,-8.89e+07, 7.21e+07
Cliente_INDUSTRIAS TEXTEIS NAJAR S/A,-2.463e+07, 3.87e+07,   -0.637, 0.524,   -1e+08, 5.12e+07
"Cliente_INGEVITY QUIMICA LTDA,",-9.002e+06,  3.7e+07,   -0.243, 0.808,-8.16e+07, 6.36e+07
Cliente_INMES INDUSTRIAL LTDA,-1.314e+07, 4.62e+07,   -0.284, 0.776,-1.04e+08, 7.75e+07
"Cliente_INPLAC INDUSTRIA DE PLASTICOS S,A - EM RECUPERACAO JUDI",-1.521e+07,  3.9e+07,   -0.390, 0.697,-9.17e+07, 6.13e+07
Cliente_INSTALADORA SAO MARCOS LTDA,-3.627e+06, 3.39e+07,   -0.107, 0.915,-7.01e+07, 6.29e+07
Cliente_INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA,-6.246e+06, 4.64e+07,   -0.135, 0.893,-9.72e+07, 8.47e+07
"Cliente_INTECNIAL S,A, - EM RECUPERACAO JUDICIAL", 3.955e+06, 3.35e+07,    0.118, 0.906,-6.18e+07, 6.97e+07
"Cliente_INTELBRAS S,A, INDUSTRIA DE TELECOMUNICACAO ELETRONICA",-6.161e+06, 4.65e+07,   -0.132, 0.895,-9.73e+07,  8.5e+07
Cliente_INTERCAST S/A,-2.208e+07, 3.46e+07,   -0.639, 0.523,-8.98e+07, 4.57e+07
Cliente_INTERCONTINENTAL ADMINISTRADORA LTDA,-1.632e+07,  3.9e+07,   -0.418, 0.676,-9.28e+07, 6.02e+07
Cliente_INTERDESIGN MOVEIS LTDA,-6.678e+06, 3.91e+07,   -0.171, 0.864,-8.34e+07,    7e+07
"Cliente_IOCHPE-MAXION S,A,",-2.719e+06,    3e+07,   -0.091, 0.928,-6.16e+07, 5.61e+07
Cliente_IPE AGRO AVICOLA LTDA,-1.409e+07, 4.66e+07,   -0.303, 0.762,-1.05e+08, 7.72e+07
Cliente_IPIRANGA PETROQUIMICA SA, 1.087e+07,  3.9e+07,    0.279, 0.780,-6.55e+07, 8.72e+07
Cliente_IRACEMA INDUSTRIA E COMERCIO DE CASTANHAS DE CAJU LTDA, 5.812e+06, 5.02e+07,    0.116, 0.908,-9.26e+07, 1.04e+08
"Cliente_IRANI PAPEL E EMBALAGEM S,A,", 6.185e+06, 3.65e+07,    0.169, 0.866,-6.54e+07, 7.78e+07
"Cliente_IRIZAR BRASIL LTDA,",-1.537e+07, 3.29e+07,   -0.467, 0.640,-7.98e+07, 4.91e+07
Cliente_IRMAOS COUTINHO INDUSTRIA DE COUROS S/A,-2.786e+07, 4.17e+07,   -0.668, 0.504, -1.1e+08, 5.39e+07
Cliente_ISOGAMA INDUSTRIA QUIMICA LTDA,-7.257e+06, 4.05e+07,   -0.179, 0.858,-8.66e+07, 7.21e+07
"Cliente_ISOLET INDUSTRIA E COMERCIO LTDA,",-2.672e+07, 4.62e+07,   -0.579, 0.563,-1.17e+08, 6.38e+07
Cliente_ITABUNA TEXTIL S/A,-2.098e+07, 3.73e+07,   -0.562, 0.574,-9.42e+07, 5.22e+07
Cliente_ITAESBRA INDUSTRIA MECANICA LTDA,-2.395e+07, 4.61e+07,   -0.519, 0.604,-1.14e+08, 6.65e+07
Cliente_ITAFUNDI COMERCIO E INDUSTRIA LTDA,-2.756e+07, 4.68e+07,   -0.589, 0.556,-1.19e+08, 6.41e+07
Cliente_ITAMARATI INDUSTRIA DE COMPENSADOS LTDA, 3.596e+04, 5.83e+07,    0.001, 1.000,-1.14e+08, 1.14e+08
"Cliente_ITAP/BEMIS LTDA,",-1.121e+07, 3.87e+07,   -0.290, 0.772,-8.71e+07, 6.47e+07
Cliente_ITAPINUS IND E COM DE MADEIRAS LTDA,-5.352e+06, 4.65e+07,   -0.115, 0.908,-9.66e+07, 8.59e+07
"Cliente_ITAUTEC S,A, - GRUPO ITAUTEC",-3.515e+06, 3.62e+07,   -0.097, 0.923,-7.45e+07, 6.74e+07
Cliente_ITM LATIN AMERICA INDUSTRIA DE PECAS PARA TRATORES LTDA,-9.677e+06, 3.44e+07,   -0.281, 0.778,-7.71e+07, 5.78e+07
"Cliente_JARI CELULOSE, PAPEL E EMBALAGENS S/A",-5.758e+06, 4.23e+07,   -0.136, 0.892,-8.87e+07, 7.72e+07
Cliente_JBS EMBALAGENS METALICAS LTDA,-2.369e+06, 3.87e+07,   -0.061, 0.951,-7.82e+07, 7.35e+07
Cliente_JBS S/A, 6.983e+06, 2.99e+07,    0.234, 0.815,-5.16e+07, 6.56e+07
Cliente_JJ THOMAZI & CIA LTDA,-1.255e+07, 4.62e+07,   -0.271, 0.786,-1.03e+08, 7.81e+07
Cliente_JOBEK DO BRASIL INDUSTRIA TEXTIL LTDA,-4.797e+06, 5.01e+07,   -0.096, 0.924,-1.03e+08, 9.34e+07
Cliente_JOFUND SA,-1.262e+07, 3.12e+07,   -0.404, 0.686,-7.38e+07, 4.86e+07
Cliente_JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRI,-1.775e+07, 3.59e+07,   -0.494, 0.621,-8.82e+07, 5.27e+07
Cliente_JOHN DEERE BRASIL LTDA, 4.603e+07, 3.06e+07,    1.503, 0.133, -1.4e+07, 1.06e+08
Cliente_JOHNSON & JOHNSON BRASIL IND COM PRODUTOS SAUDE LTDA, 8.899e+06, 3.88e+07,    0.229, 0.819,-6.72e+07,  8.5e+07
"Cliente_JOHNSON CONTROLS BE DO BRASIL LTDA,", -1.28e+07, 4.62e+07,   -0.277, 0.782,-1.03e+08, 7.77e+07
Cliente_JOHNSON CONTROLS-HITACHI AR CONDICIONADO DO BRASIL LTDA, -6.59e+06, 5.16e+07,   -0.128, 0.898,-1.08e+08, 9.46e+07
Cliente_JOSE MURILIA BOZZA COMERCIO E INDUSTRIA LTDA,-2.256e+07, 3.59e+07,   -0.629, 0.529,-9.29e+07, 4.77e+07
Cliente_JOSE NILDO VIEIRA,-1.272e+07, 5.62e+07,   -0.226, 0.821,-1.23e+08, 9.74e+07
Cliente_JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA,-2.286e+06, 3.64e+07,   -0.063, 0.950,-7.36e+07, 6.91e+07
Cliente_JOYSON SAFETY SYSTEMS BRASIL LTDA,-4.586e+06, 3.44e+07,   -0.133, 0.894,-7.21e+07, 6.29e+07
"Cliente_JP COMERCIAL E INDUSTRIAL LTDA,",-5.768e+06, 3.87e+07,   -0.149, 0.882,-8.16e+07, 7.01e+07
Cliente_JTEKT AUTOMOTIVA BRASIL LTDA, 2.869e+06, 3.79e+07,    0.076, 0.940,-7.14e+07, 7.71e+07
"Cliente_JUMIL-JUSTINO DE MORAIS, IRMAOS S/A",-1.575e+07, 3.12e+07,   -0.504, 0.614, -7.7e+07, 4.55e+07
"Cliente_K, R, A, C, CALCADOS LTDA",-2.672e+06, 4.76e+07,   -0.056, 0.955, -9.6e+07, 9.06e+07
"Cliente_KANNENBERG, BARKER, HAIL & COTTON - TABACOS LTDA", 6.406e+06, 4.63e+07,    0.138, 0.890,-8.44e+07, 9.72e+07
Cliente_KARCHER INDUSTRIA E COMERCIO LIMITADA,-1.338e+07, 3.87e+07,   -0.346, 0.730,-8.93e+07, 6.25e+07
Cliente_KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA,-2.698e+06, 4.61e+07,   -0.058, 0.953,-9.31e+07, 8.78e+07
Cliente_KARSTEN S/A,-1.062e+07, 3.13e+07,   -0.339, 0.734, -7.2e+07, 5.08e+07
Cliente_KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA,-1.682e+07,  3.9e+07,   -0.431, 0.666,-9.32e+07, 5.96e+07
Cliente_KEIPER DO BRASIL LTDA, -1.47e+07, 4.61e+07,   -0.319, 0.750,-1.05e+08, 7.58e+07
Cliente_KEIPER TECNOLOGIA DE ASSENTOS AUTOMOTIVOS LTDA,-1.375e+07, 3.44e+07,   -0.399, 0.690,-8.12e+07, 5.37e+07
"Cliente_KEKO ACESSORIOS S,A",-5.912e+06,  3.3e+07,   -0.179, 0.858,-7.06e+07, 5.88e+07
Cliente_KEPLER WEBER INDUSTRIAL S/A, 1.895e+06, 3.09e+07,    0.061, 0.951,-5.88e+07, 6.26e+07
Cliente_KEPLER WEBER SA,-1.893e+06, 3.11e+07,   -0.061, 0.951,-6.29e+07, 5.91e+07
Cliente_KHS INDUSTRIA DE MAQUINAS LTDA,-1.465e+07, 3.88e+07,   -0.378, 0.705,-9.06e+07, 6.13e+07
Cliente_KILBRA TRADING EQUIPAMENTOS PARA AVICULTURA LTDA,-2.275e+07, 4.61e+07,   -0.494, 0.621,-1.13e+08, 6.76e+07
"Cliente_KILLING S,A, TINTAS E ADESIVOS",-4.026e+06, 3.46e+07,   -0.116, 0.907,-7.18e+07, 6.37e+07
Cliente_KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,-8.293e+06, 3.21e+07,   -0.258, 0.796,-7.12e+07, 5.46e+07
Cliente_KING MEAT ALIMENTOS DO BRASIL S/A,-9.328e+06, 4.04e+07,   -0.231, 0.818,-8.86e+07, 6.99e+07
Cliente_KIT S PARANA-INDUSTRIAL E COMERCIO DE MOVEIS LTDA,-9.674e+06, 3.55e+07,   -0.272, 0.785,-7.93e+07, 5.99e+07
"Cliente_KLABIN S,A,", 3.866e+07, 3.59e+07,    1.077, 0.282,-3.17e+07, 1.09e+08
Cliente_KLIN PRODUTOS INFANTIS LTDA,-1.365e+07, 4.61e+07,   -0.296, 0.767,-1.04e+08, 7.68e+07
Cliente_KLL EQUIPAMENTOS PARA TRANSPORTE S/A,-3.273e+06, 4.62e+07,   -0.071, 0.944,-9.39e+07, 8.73e+07
Cliente_KLOCKNER TEXTIL LTDA,-3.778e+06, 4.65e+07,   -0.081, 0.935,-9.49e+07, 8.74e+07
Cliente_KNORR BREMSE SISTEMAS P VEICULOS COMERCIAIS BRASIL LTDA,-1.497e+07, 3.59e+07,   -0.417, 0.677,-8.54e+07, 5.55e+07
Cliente_KRONA TUBOS E CONEXOES LTDA,-1.447e+07, 4.66e+07,   -0.311, 0.756,-1.06e+08, 7.68e+07
"Cliente_KSB BRASIL LTDA,",-1.116e+06, 3.59e+07,   -0.031, 0.975,-7.15e+07, 6.93e+07
Cliente_KSPG AUTOMOTIVE BRAZIL LTDA, 9.768e+05, 4.61e+07,    0.021, 0.983,-8.94e+07, 9.14e+07
