
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.551
Model:,OLS,  Adj. R-squared (uncentered):,   0.442
Method:,Least Squares,  F-statistic:       ,   5.077
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:22:18,  Log-Likelihood:    ,-1.3237e+05
No. Observations:,  7080,  AIC:               ,2.675e+05
Df Residuals:,  5704,  BIC:               ,2.769e+05
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_GONCALVES & TORTOLA S/A, 2.818e+05, 3.38e+07,    0.008, 0.993,-6.59e+07, 6.65e+07
Cliente_GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA, 4.143e+07,  2.8e+07,    1.480, 0.139,-1.34e+07, 9.63e+07
Cliente_GRAFFO PARANAENSE DE EMBALAGENS LTDA,-1.318e+06, 4.57e+07,   -0.029, 0.977,-9.09e+07, 8.82e+07
Cliente_GRAMIC GRANITOS E MARMORES LTDA, -2.38e+06, 5.13e+07,   -0.046, 0.963,-1.03e+08, 9.81e+07
Cliente_GRANIBRAS GRANITOS BRASILEIROS LTDA,-7.114e+06,  4.4e+07,   -0.162, 0.872,-9.35e+07, 7.92e+07
Cliente_GRANIPEX COMERCIO IMPORTACAO E EXPORTACAO LTDA, 1.191e+05, 4.74e+07,    0.003, 0.998,-9.29e+07, 9.31e+07
Cliente_GRANITOS BRASILEIROS S A,-3.855e+06, 3.62e+07,   -0.107, 0.915,-7.48e+07, 6.71e+07
Cliente_GRANJA PINHEIROS LTDA, 8.239e+06, 4.41e+07,    0.187, 0.852,-7.82e+07, 9.47e+07
Cliente_GRENDENE S A, 6.225e+07, 3.44e+07,    1.807, 0.071,-5.27e+06,  1.3e+08
Cliente_GRID SOLUTIONS TRANSMISSAO DE ENERGIA LTDA, 7.652e+06, 3.05e+07,    0.251, 0.802,-5.22e+07, 6.75e+07
Cliente_GROSSL INDUSTRIA E COMERCIO LTDA,-2.761e+06, 4.53e+07,   -0.061, 0.951,-9.16e+07, 8.61e+07
"Cliente_GRUPO K1 S,A,", 9.714e+06, 2.89e+07,    0.336, 0.737, -4.7e+07, 6.64e+07
"Cliente_GRW CONSULTORIA E ASSESSORIA TEXTIL LTDA,",-3.988e+06, 4.44e+07,   -0.090, 0.928, -9.1e+07, 8.31e+07
Cliente_GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPEC, 9.336e+06, 4.41e+07,    0.212, 0.832,-7.71e+07, 9.57e+07
Cliente_GTS DO BRASIL LTDA,-2.579e+06, 2.94e+07,   -0.088, 0.930,-6.02e+07, 5.51e+07
Cliente_GUADALAJARA SA INDUSTRIA DE ROUPAS, 3.712e+06, 1.97e+07,    0.189, 0.850,-3.49e+07, 4.23e+07
Cliente_GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA, 3.254e+05, 3.35e+07,    0.010, 0.992,-6.53e+07,  6.6e+07
Cliente_GUARANY INDUSTRIA E COMERCIO LTDA,-6.187e+06, 3.15e+07,   -0.196, 0.844, -6.8e+07, 5.56e+07
Cliente_GUERRA S/A IMPLEMENTOS RODOVIARIOS, 1.043e+07, 2.79e+07,    0.374, 0.708,-4.43e+07, 6.51e+07
"Cliente_H, KUNTZLER & CIA, LTDA,", 1.131e+07, 3.06e+07,    0.370, 0.711,-4.86e+07, 7.12e+07
"Cliente_H,BETTARELLO CURTIDORA E CALCADOS LTDA",-5.796e+06, 3.15e+07,   -0.184, 0.854,-6.76e+07,  5.6e+07
Cliente_HACO ETIQUETAS LTDA,-2.725e+06, 4.44e+07,   -0.061, 0.951,-8.98e+07, 8.43e+07
"Cliente_HAENSSGEN S,A,-IND,E COM,", 6.099e+06, 3.32e+07,    0.184, 0.854, -5.9e+07, 7.12e+07
Cliente_HAMILTON RIOS IND COM E EXP LTDA,-1.083e+07, 3.74e+07,   -0.289, 0.772,-8.42e+07, 6.26e+07
Cliente_HAPPY DAY INDUSTRIA E COMERCIO LTDA,-6.918e+06, 4.54e+07,   -0.153, 0.879,-9.58e+07,  8.2e+07
"Cliente_HARALD INDUSTRIA E COMERCIO DE ALIMENTOS S,A,",-4.507e+06,  4.4e+07,   -0.102, 0.919,-9.09e+07, 8.18e+07
Cliente_HAVER & BOECKER LATINOAMERICANA MAQUINAS LIMITADA,-3.842e+06, 3.61e+07,   -0.106, 0.915,-7.47e+07,  6.7e+07
Cliente_HC BRASIL TEXTIL LTDA,-4.208e+06, 4.44e+07,   -0.095, 0.924,-9.13e+07, 8.28e+07
Cliente_HECE MAQUINAS LTDA,-6.813e+06, 3.62e+07,   -0.188, 0.851,-7.77e+07, 6.41e+07
Cliente_HELLER MAQUINAS OPERATRIZES INDUSTRIA E COMERCIO LTDA,-6.716e+06, 3.62e+07,   -0.186, 0.853,-7.76e+07, 6.42e+07
Cliente_HENRICH CIA LTDA, 5.857e+06, 3.62e+07,    0.162, 0.872,-6.51e+07, 7.69e+07
Cliente_HERGEN S A MAQUINAS E EQUIPAMENTOS,-3.727e+06,  3.1e+07,   -0.120, 0.904,-6.45e+07,  5.7e+07
Cliente_HERPLAN LTDA,-1.966e+07,    5e+07,   -0.393, 0.694,-1.18e+08, 7.83e+07
Cliente_HEXION QUIMICA DO BRASIL LTDA, 1.166e+06, 4.57e+07,    0.026, 0.980,-8.84e+07, 9.07e+07
"Cliente_HI-CARE INDUSTRIA E COMERCIO LTDA,", 2.052e+06, 3.87e+07,    0.053, 0.958,-7.39e+07,  7.8e+07
Cliente_HIGH TECH EQUIPAMENTOS INDUSTRIAIS LTDA,-2.724e+06, 4.44e+07,   -0.061, 0.951,-8.98e+07, 8.43e+07
"Cliente_HITACHI ENERGY BRASIL LTDA,",  5.46e+07, 2.98e+07,    1.832, 0.067,-3.84e+06, 1.13e+08
"Cliente_HNK BR INDUSTRIA DE BEBIDAS LTDA,",-5.721e+06,  4.4e+07,   -0.130, 0.897,-9.21e+07, 8.06e+07
Cliente_HONEYWELL INDUSTRIA AUTOMOTIVA LTDA, 8.659e+06, 2.98e+07,    0.291, 0.771,-4.98e+07, 6.71e+07
Cliente_HORIBA INSTRUMENTS BRASIL LTDA,-6.155e+06,  4.4e+07,   -0.140, 0.889,-9.25e+07, 8.02e+07
Cliente_HOSPIMETAL INDUST METALURG DE EQUIP HOSPITALARES LTDA,-7.614e+06, 3.62e+07,   -0.210, 0.833,-7.85e+07, 6.33e+07
Cliente_HPB SISTEMAS DE ENERGIA LTDA,-4.453e+06, 3.62e+07,   -0.123, 0.902,-7.54e+07, 6.65e+07
Cliente_HUBNER INDUSTRIA MECANICA LTDA,-1.764e+06, 4.57e+07,   -0.039, 0.969,-9.13e+07, 8.78e+07
Cliente_HUSQVARNA DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PA, 6.751e+06, 2.93e+07,    0.230, 0.818,-5.07e+07, 6.42e+07
"Cliente_I,T,B, - EQUIPAMENTOS ELETRICOS LTDA",-6.036e+06, 3.62e+07,   -0.167, 0.868, -7.7e+07, 6.49e+07
"Cliente_IBBL S,A",-8.207e+06, 3.31e+07,   -0.248, 0.804,-7.32e+07, 5.68e+07
Cliente_IBEMA COMPANHIA BRASILEIRA DE PAPEL,-2.667e+06, 3.11e+07,   -0.086, 0.932,-6.36e+07, 5.82e+07
Cliente_IBER-OLEFF BRASIL LTDA,-2.042e+06,  4.4e+07,   -0.046, 0.963,-8.84e+07, 8.43e+07
Cliente_IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA, 1.874e+08, 3.59e+07,    5.217, 0.000, 1.17e+08, 2.58e+08
Cliente_IBP - INDUSTRIA BRASILEIRA DE PECAS, -4.88e+06,  4.4e+07,   -0.111, 0.912,-9.12e+07, 8.15e+07
Cliente_ICAVI INDUSTRIA DE CALDEIRAS VALE DO ITAJAI S/A,-1.605e+06, 4.44e+07,   -0.036, 0.971,-8.86e+07, 8.54e+07
"Cliente_ICEFRUT COMERCIO DE ALIMENTOS LTDA,",-8.945e+06, 3.62e+07,   -0.247, 0.805,-7.99e+07,  6.2e+07
Cliente_ICON S/A - EQUIPAMENTOS E MOLDES,-3.577e+06, 4.44e+07,   -0.081, 0.936,-9.06e+07, 8.35e+07
Cliente_IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS S,-6.696e+06, 2.98e+07,   -0.225, 0.822,-6.51e+07, 5.17e+07
"Cliente_IFER INDUSTRIAL LTDA,",-5.213e+06,  4.4e+07,   -0.118, 0.906,-9.16e+07, 8.11e+07
Cliente_IMETAME GRANITOS LTDA,   5.4e+06, 5.13e+07,    0.105, 0.916,-9.51e+07, 1.06e+08
Cliente_IMPLEMENTOS AGRICOLAS JAN S A, 1.047e+07, 2.76e+07,    0.379, 0.705,-4.37e+07, 6.47e+07
"Cliente_INBRACELL INDUSTRIA BRAS, ACUMULADORES ELETRICOS LTDA", 6.096e+06, 4.41e+07,    0.138, 0.890,-8.03e+07, 9.25e+07
Cliente_INCASA INDUSTRIA E COMERCIO CATARINENSE S A,-3.757e+06,  2.8e+07,   -0.134, 0.893,-5.86e+07, 5.11e+07
Cliente_INCEMA-INDUSTRIA E COMERCIO DE MOVEIS LTDA,-3.408e+06, 4.44e+07,   -0.077, 0.939,-9.05e+07, 8.36e+07
Cliente_INCEPA REVESTIMENTOS CERAMICOS LTDA,   2.3e+06, 3.01e+07,    0.077, 0.939,-5.66e+07, 6.12e+07
Cliente_IND E COM DE PROD ALIM CEPERA LTDA,-6.614e+06, 3.62e+07,   -0.183, 0.855,-7.75e+07, 6.43e+07
Cliente_INDEPENDENCIA S/A, -9.62e+06, 2.69e+07,   -0.357, 0.721,-6.24e+07, 4.32e+07
Cliente_INDEX TORNOS AUTOMATICOS INDUSTRIA E COMERCIO LTDA,-7.078e+06, 3.15e+07,   -0.225, 0.822,-6.89e+07, 5.47e+07
"Cliente_INDORAMA VENTURES POLIMEROS S,A,", 9.104e+06, 3.85e+07,    0.237, 0.813,-6.63e+07, 8.45e+07
Cliente_INDUMAK MAQUINAS LTDA,-3.241e+06, 2.83e+07,   -0.114, 0.909,-5.88e+07, 5.23e+07
Cliente_INDUSPARQUET INDUSTRIA E COMERCIO DE MADEIRAS LTDA,-6.222e+06, 3.62e+07,   -0.172, 0.863,-7.71e+07, 6.47e+07
Cliente_INDUSTRIA CAMPINEIRA DE SABAO E GLICERINA LIMITADA,-7.613e+06, 3.62e+07,   -0.210, 0.833,-7.85e+07, 6.33e+07
Cliente_INDUSTRIA CAXIENSE DE MOLDURAS LTDA, 5.586e+06, 3.62e+07,    0.154, 0.877,-6.54e+07, 7.66e+07
Cliente_INDUSTRIA CERAMICA FRAGNANI LTDA,-8.339e+06, 2.93e+07,   -0.285, 0.776,-6.58e+07, 4.91e+07
"Cliente_INDUSTRIA CONSTRUCOES E MONTAGENS INGELEC S,A, - INCOMI",-3.714e+06,  4.4e+07,   -0.084, 0.933,-9.01e+07, 8.26e+07
Cliente_INDUSTRIA DE CALCADOS DEJUNEL LTDA - ME, 7.156e+06, 3.62e+07,    0.198, 0.843,-6.38e+07, 7.82e+07
Cliente_INDUSTRIA DE CALCADOS WEST COAST LTDA, 5.736e+06, 2.65e+07,    0.217, 0.828,-4.62e+07, 5.76e+07
"Cliente_INDUSTRIA DE CALCADOS WIRTH LTDA,",  1.23e+07, 2.93e+07,    0.420, 0.675,-4.52e+07, 6.98e+07
Cliente_INDUSTRIA DE COMPENSADOS GUARARAPES LTDA,  5.82e+06, 3.82e+07,    0.153, 0.879, -6.9e+07, 8.06e+07
Cliente_INDUSTRIA DE FRIOS E PESCA LTDA,  2.34e+05, 2.46e+07,    0.010, 0.992, -4.8e+07, 4.85e+07
Cliente_INDUSTRIA DE IMPLEMENTOS AGRICOLAS VENCE TUDO IMPORTACA, 6.811e+06, 2.76e+07,    0.246, 0.805,-4.74e+07,  6.1e+07
"Cliente_INDUSTRIA DE MADEIRAS FAQUEADAS IPUMIRIM S,A,",-3.498e+06, 3.36e+07,   -0.104, 0.917,-6.94e+07, 6.24e+07
Cliente_INDUSTRIA DE MATERIAL BELICO DO BRASIL IMBEL,  -2.2e+06,  4.4e+07,   -0.050, 0.960,-8.85e+07, 8.41e+07
Cliente_INDUSTRIA DE MOVEIS BECHARA NASSAR LTDA,-6.383e+06, 3.31e+07,   -0.193, 0.847,-7.14e+07, 5.86e+07
Cliente_INDUSTRIA DE MOVEIS MOVELAR LTDA, -3.32e+06,  4.1e+07,   -0.081, 0.935,-8.37e+07, 7.71e+07
Cliente_INDUSTRIA DE MOVEIS THB LTDA, 6.178e+06, 4.41e+07,    0.140, 0.889,-8.02e+07, 9.26e+07
Cliente_INDUSTRIA DE PELES MINUANO LTDA, 6.963e+06, 3.62e+07,    0.192, 0.848, -6.4e+07,  7.8e+07
Cliente_INDUSTRIA DE PISOS AVARE LTDA,-7.366e+06, 3.62e+07,   -0.204, 0.839,-7.83e+07, 6.36e+07
Cliente_INDUSTRIA DE POLPAS E CONSERVAS VAL LTDA,-7.114e+06,  4.4e+07,   -0.162, 0.872,-9.35e+07, 7.92e+07
Cliente_INDUSTRIA DE PRODUTOS ALIMENTICIOS CORY LTDA,-7.815e+06,  4.4e+07,   -0.177, 0.859,-9.42e+07, 7.85e+07
Cliente_INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,-5.084e+06,  4.4e+07,   -0.115, 0.908,-9.14e+07, 8.13e+07
Cliente_INDUSTRIA E COMERCIO DE AUTO PECAS REI LTDA, -7.05e+06, 3.15e+07,   -0.224, 0.823,-6.88e+07, 5.47e+07
"Cliente_INDUSTRIA E COMERCIO DE CALCADOD S, SANTOS LTDA",-3.109e+06, 4.53e+07,   -0.069, 0.945, -9.2e+07, 8.57e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS ALA LTDA,-3.667e+06, 4.44e+07,   -0.083, 0.934,-9.07e+07, 8.34e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS ARTEF DE COURO MARINER, -5.15e+06,  4.4e+07,   -0.117, 0.907,-9.15e+07, 8.12e+07
Cliente_INDUSTRIA E COMERCIO DE CALCADOS MARXANDER LTDA,-7.613e+06, 4.54e+07,   -0.168, 0.867,-9.65e+07, 8.13e+07
"Cliente_INDUSTRIA E COMERCIO DE CALCADOS TANIA LTDA,",-2.604e+06, 3.36e+07,   -0.077, 0.938,-6.85e+07, 6.33e+07
Cliente_INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA, 2.614e+07, 2.72e+07,    0.962, 0.336,-2.71e+07, 7.94e+07
Cliente_INDUSTRIA E COMERCIO DE MOVEIS HENN LTDA,-4.145e+06, 4.44e+07,   -0.093, 0.926,-9.12e+07, 8.29e+07
Cliente_INDUSTRIA ELETROMECANICA BALESTRO LTDA,-5.894e+06, 3.15e+07,   -0.187, 0.852,-6.77e+07, 5.59e+07
Cliente_INDUSTRIA GRAFICA FORONI LTDA,-8.647e+06, 3.15e+07,   -0.274, 0.784,-7.04e+07, 5.32e+07
Cliente_INDUSTRIA MADEIREIRA ULIANA LTDA, -6.96e+06, 4.49e+07,   -0.155, 0.877,-9.51e+07, 8.11e+07
Cliente_INDUSTRIA METALURGICA FRUM LTDA,-1.339e+07, 3.17e+07,   -0.423, 0.672,-7.55e+07, 4.87e+07
Cliente_INDUSTRIA TEXTIL APUCARANA LTDA,-7.654e+05, 3.37e+07,   -0.023, 0.982,-6.69e+07, 6.54e+07
Cliente_INDUSTRIA TEXTIL OESTE LTDA, -3.31e+06, 4.44e+07,   -0.075, 0.941,-9.04e+07, 8.37e+07
Cliente_INDUSTRIAL DE MOVEIS GROBE LTDA,-4.211e+06, 3.66e+07,   -0.115, 0.908, -7.6e+07, 6.76e+07
Cliente_INDUSTRIAL LEVORIN S/A,-5.726e+06, 3.62e+07,   -0.158, 0.874,-7.67e+07, 6.52e+07
Cliente_INDUSTRIAS ARTEFAMA SA,-4.721e+06, 3.36e+07,   -0.140, 0.888,-7.06e+07, 6.12e+07
"Cliente_INDUSTRIAS COLOMBO S,A,", -7.44e+06,  4.4e+07,   -0.169, 0.866,-9.38e+07, 7.89e+07
Cliente_INDUSTRIAS GERAIS DE PARAFUSOS INGEPAL LTDA,-6.873e+06, 3.61e+07,   -0.190, 0.849,-7.77e+07,  6.4e+07
Cliente_INDUSTRIAS MACHINA ZACCARIA S A,-5.123e+06, 2.84e+07,   -0.181, 0.857,-6.07e+07, 5.05e+07
"Cliente_INDUSTRIAS REUNIDAS CMA LTDA,",-7.822e+06, 3.31e+07,   -0.236, 0.813,-7.28e+07, 5.72e+07
Cliente_INDUSTRIAS SINIMBU S/A,-1.252e+05, 3.87e+07,   -0.003, 0.997, -7.6e+07, 7.58e+07
Cliente_INDUSTRIAS TEXTEIS NAJAR S/A,-7.492e+06, 3.62e+07,   -0.207, 0.836,-7.84e+07, 6.34e+07
"Cliente_INGEVITY QUIMICA LTDA,",  9.21e+04, 3.44e+07,    0.003, 0.998,-6.74e+07, 6.75e+07
Cliente_INMES INDUSTRIAL LTDA,-3.114e+06, 4.44e+07,   -0.070, 0.944,-9.02e+07, 8.39e+07
"Cliente_INPLAC INDUSTRIA DE PLASTICOS S,A - EM RECUPERACAO JUDI",-3.267e+06, 3.66e+07,   -0.089, 0.929, -7.5e+07, 6.85e+07
Cliente_INSTALADORA SAO MARCOS LTDA, 7.911e+06, 3.06e+07,    0.259, 0.796, -5.2e+07, 6.78e+07
Cliente_INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA, 5.957e+06, 4.41e+07,    0.135, 0.892,-8.05e+07, 9.24e+07
"Cliente_INTECNIAL S,A, - EM RECUPERACAO JUDICIAL", 1.609e+07, 2.99e+07,    0.539, 0.590,-4.24e+07, 7.46e+07
"Cliente_INTELBRAS S,A, INDUSTRIA DE TELECOMUNICACAO ELETRONICA", 4.061e+06, 4.44e+07,    0.091, 0.927, -8.3e+07, 9.11e+07
Cliente_INTERCAST S/A,-1.392e+07, 3.17e+07,   -0.440, 0.660, -7.6e+07, 4.82e+07
Cliente_INTERCONTINENTAL ADMINISTRADORA LTDA,-4.377e+06, 3.66e+07,   -0.120, 0.905,-7.62e+07, 6.74e+07
Cliente_INTERDESIGN MOVEIS LTDA, 6.062e+06, 3.62e+07,    0.167, 0.867,-6.49e+07, 7.71e+07
"Cliente_IOCHPE-MAXION S,A,", 1.157e+07, 2.66e+07,    0.435, 0.664,-4.06e+07, 6.37e+07
Cliente_IPE AGRO AVICOLA LTDA,-7.652e+06, 4.41e+07,   -0.174, 0.862, -9.4e+07, 7.87e+07
Cliente_IPIRANGA PETROQUIMICA SA, 1.963e+07, 3.62e+07,    0.542, 0.588,-5.14e+07, 9.06e+07
Cliente_IRACEMA INDUSTRIA E COMERCIO DE CASTANHAS DE CAJU LTDA, 1.486e+07, 4.84e+07,    0.307, 0.759,-8.01e+07,  1.1e+08
"Cliente_IRANI PAPEL E EMBALAGEM S,A,", 1.796e+07, 3.32e+07,    0.541, 0.589,-4.71e+07,  8.3e+07
"Cliente_IRIZAR BRASIL LTDA,",-3.679e+04, 2.98e+07,   -0.001, 0.999,-5.85e+07, 5.84e+07
Cliente_IRMAOS COUTINHO INDUSTRIA DE COUROS S/A,-1.526e+07, 3.87e+07,   -0.394, 0.694,-9.12e+07, 6.07e+07
Cliente_ISOGAMA INDUSTRIA QUIMICA LTDA, 2.022e+06, 3.81e+07,    0.053, 0.958,-7.27e+07, 7.68e+07
"Cliente_ISOLET INDUSTRIA E COMERCIO LTDA,",-1.289e+07, 4.41e+07,   -0.292, 0.770,-9.94e+07, 7.36e+07
Cliente_ITABUNA TEXTIL S/A,-8.563e+06, 3.45e+07,   -0.248, 0.804,-7.62e+07, 5.91e+07
Cliente_ITAESBRA INDUSTRIA MECANICA LTDA,-4.424e+06,  4.4e+07,   -0.100, 0.920,-9.08e+07, 8.19e+07
Cliente_ITAFUNDI COMERCIO E INDUSTRIA LTDA,-1.556e+07, 4.49e+07,   -0.347, 0.729,-1.04e+08, 7.24e+07
Cliente_ITAMARATI INDUSTRIA DE COMPENSADOS LTDA, 7.941e+06, 5.66e+07,    0.140, 0.888,-1.03e+08, 1.19e+08
"Cliente_ITAP/BEMIS LTDA,", -5.39e+06, 3.62e+07,   -0.149, 0.882,-7.63e+07, 6.55e+07
Cliente_ITAPINUS IND E COM DE MADEIRAS LTDA, 6.705e+06, 4.41e+07,    0.152, 0.879,-7.97e+07, 9.31e+07
"Cliente_ITAUTEC S,A, - GRUPO ITAUTEC", 5.304e+06, 3.35e+07,    0.158, 0.874,-6.04e+07,  7.1e+07
Cliente_ITM LATIN AMERICA INDUSTRIA DE PECAS PARA TRATORES LTDA, 8.429e+05, 3.15e+07,    0.027, 0.979, -6.1e+07, 6.26e+07
"Cliente_JARI CELULOSE, PAPEL E EMBALAGENS S/A", 8.371e+05, 4.01e+07,    0.021, 0.983,-7.78e+07, 7.95e+07
Cliente_JBS EMBALAGENS METALICAS LTDA, 2.263e+06, 3.62e+07,    0.063, 0.950,-6.87e+07, 7.32e+07
Cliente_JBS S/A, 1.514e+07, 2.65e+07,    0.572, 0.567,-3.67e+07,  6.7e+07
Cliente_JJ THOMAZI & CIA LTDA,-2.518e+06, 4.44e+07,   -0.057, 0.955,-8.96e+07, 8.45e+07
Cliente_JOBEK DO BRASIL INDUSTRIA TEXTIL LTDA, 5.716e+06, 4.84e+07,    0.118, 0.906,-8.92e+07, 1.01e+08
Cliente_JOFUND SA,-1.631e+06, 2.78e+07,   -0.059, 0.953, -5.6e+07, 5.28e+07
Cliente_JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRI,-1.213e+06, 3.31e+07,   -0.037, 0.971,-6.62e+07, 6.38e+07
Cliente_JOHN DEERE BRASIL LTDA,  5.71e+07, 2.68e+07,    2.128, 0.033, 4.49e+06,  1.1e+08
Cliente_JOHNSON & JOHNSON BRASIL IND COM PRODUTOS SAUDE LTDA, 2.718e+07, 3.63e+07,    0.749, 0.454, -4.4e+07, 9.83e+07
"Cliente_JOHNSON CONTROLS BE DO BRASIL LTDA,",-2.282e+06,  4.4e+07,   -0.052, 0.959,-8.86e+07, 8.41e+07
Cliente_JOHNSON CONTROLS-HITACHI AR CONDICIONADO DO BRASIL LTDA, 1.735e+06, 4.97e+07,    0.035, 0.972,-9.58e+07, 9.92e+07
Cliente_JOSE MURILIA BOZZA COMERCIO E INDUSTRIA LTDA,-6.535e+06, 3.31e+07,   -0.197, 0.844,-7.15e+07, 5.84e+07
Cliente_JOSE NILDO VIEIRA,-1.285e+06, 5.45e+07,   -0.024, 0.981,-1.08e+08, 1.06e+08
Cliente_JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA,  9.65e+06, 3.32e+07,    0.291, 0.771,-5.54e+07, 7.47e+07
Cliente_JOYSON SAFETY SYSTEMS BRASIL LTDA, 1.287e+07, 3.15e+07,    0.408, 0.683,-4.89e+07, 7.47e+07
"Cliente_JP COMERCIAL E INDUSTRIAL LTDA,",-1.136e+06, 3.62e+07,   -0.031, 0.975,-7.21e+07, 6.98e+07
Cliente_JTEKT AUTOMOTIVA BRASIL LTDA, 1.087e+07, 3.53e+07,    0.308, 0.758,-5.83e+07, 8.01e+07
"Cliente_JUMIL-JUSTINO DE MORAIS, IRMAOS S/A",-4.132e+06,  2.8e+07,   -0.148, 0.883, -5.9e+07, 5.07e+07
"Cliente_K, R, A, C, CALCADOS LTDA", 6.482e+06, 4.54e+07,    0.143, 0.886,-8.25e+07, 9.55e+07
"Cliente_KANNENBERG, BARKER, HAIL & COTTON - TABACOS LTDA", 1.516e+07, 4.41e+07,    0.344, 0.731,-7.13e+07, 1.02e+08
Cliente_KARCHER INDUSTRIA E COMERCIO LIMITADA,-4.623e+06, 3.62e+07,   -0.128, 0.898,-7.56e+07, 6.63e+07
Cliente_KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA, 1.055e+07,  4.4e+07,    0.239, 0.811,-7.58e+07, 9.69e+07
Cliente_KARSTEN S/A, 8.083e+05, 2.78e+07,    0.029, 0.977,-5.37e+07, 5.53e+07
Cliente_KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA,-4.498e+06, 3.66e+07,   -0.123, 0.902,-7.62e+07, 6.72e+07
Cliente_KEIPER DO BRASIL LTDA,-1.453e+06,  4.4e+07,   -0.033, 0.974,-8.78e+07, 8.49e+07
Cliente_KEIPER TECNOLOGIA DE ASSENTOS AUTOMOTIVOS LTDA, 4.297e+06, 3.15e+07,    0.136, 0.892,-5.75e+07, 6.61e+07
"Cliente_KEKO ACESSORIOS S,A",  6.61e+06, 2.93e+07,    0.226, 0.822,-5.08e+07, 6.41e+07
Cliente_KEPLER WEBER INDUSTRIAL S/A, 1.339e+07, 2.72e+07,    0.492, 0.623,   -4e+07, 6.68e+07
Cliente_KEPLER WEBER SA, 7.048e+06, 2.75e+07,    0.256, 0.798,-4.68e+07, 6.09e+07
Cliente_KHS INDUSTRIA DE MAQUINAS LTDA, -4.14e+06, 3.62e+07,   -0.114, 0.909,-7.51e+07, 6.68e+07
Cliente_KILBRA TRADING EQUIPAMENTOS PARA AVICULTURA LTDA,-6.114e+06,  4.4e+07,   -0.139, 0.890,-9.25e+07, 8.02e+07
"Cliente_KILLING S,A, TINTAS E ADESIVOS",  5.57e+06, 3.15e+07,    0.177, 0.860,-5.63e+07, 6.74e+07
Cliente_KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS, 3.651e+05, 2.89e+07,    0.013, 0.990,-5.63e+07,  5.7e+07
Cliente_KING MEAT ALIMENTOS DO BRASIL S/A,-3.677e+06, 3.82e+07,   -0.096, 0.923,-7.85e+07, 7.11e+07
Cliente_KIT S PARANA-INDUSTRIAL E COMERCIO DE MOVEIS LTDA, -1.84e+06, 3.28e+07,   -0.056, 0.955,-6.61e+07, 6.25e+07
"Cliente_KLABIN S,A,", 4.904e+07, 3.31e+07,    1.479, 0.139,-1.59e+07, 1.14e+08
Cliente_KLIN PRODUTOS INFANTIS LTDA,-5.453e+06,  4.4e+07,   -0.124, 0.901,-9.18e+07, 8.09e+07
Cliente_KLL EQUIPAMENTOS PARA TRANSPORTE S/A, 6.775e+06, 4.41e+07,    0.154, 0.878,-7.96e+07, 9.32e+07
Cliente_KLOCKNER TEXTIL LTDA, 5.913e+06, 4.41e+07,    0.134, 0.893,-8.05e+07, 9.23e+07
Cliente_KNORR BREMSE SISTEMAS P VEICULOS COMERCIAIS BRASIL LTDA,-6.804e+06, 3.31e+07,   -0.205, 0.837,-7.18e+07, 5.82e+07
Cliente_KRONA TUBOS E CONEXOES LTDA,-3.912e+06, 4.44e+07,   -0.088, 0.930, -9.1e+07, 8.31e+07
"Cliente_KSB BRASIL LTDA,", 1.805e+07, 3.31e+07,    0.545, 0.586,-4.69e+07,  8.3e+07
Cliente_KSPG AUTOMOTIVE BRAZIL LTDA, 2.055e+07,  4.4e+07,    0.466, 0.641,-6.58e+07, 1.07e+08
"Cliente_KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU",-7.392e+06, 3.15e+07,   -0.235, 0.815,-6.92e+07, 5.44e+07
Cliente_KYLY INDUSTRIA TEXTIL LTDA, 2.921e+05, 4.44e+07,    0.007, 0.995,-8.68e+07, 8.73e+07
Cliente_LABORATORIOS B BRAUN S/A, 1.476e+06, 4.62e+07,    0.032, 0.974, -8.9e+07,  9.2e+07
Cliente_LABORATORIOS PFIZER LTDA, 1.465e+07, 3.62e+07,    0.405, 0.686,-5.63e+07, 8.56e+07
